blkgrp,area_median_income,ht_rent
'240217523011',89826,58.07881375
'240217523012',89826,53.003315
'240217523013',89826,59.25909375
'240217523021',89826,47.7138675
'240217523022',89826,61.2379425
'240217523023',89826,48.87364875
'240217523031',89826,60.361615
'240217523032',89826,56.46245
'240217523033',89826,57.39829
'240217525011',89826,55.695215
'240217525012',89826,59.94363
'240217525013',89826,53.17755625
'240217525014',89826,55.80873125
'240217525021',89826,55.43081625
'240217525022',89826,49.75197
'240217526011',89826,68.13533
'240217526012',89826,46.7212
'240217526013',89826,62.41372875
'240217526014',89826,53.255795
'240217526021',89826,53.28982125
'240217526022',89826,59.98857875
'240217526023',89826,56.73405625
'240217526031',89826,65.00352875
'240217526032',89826,67.170965
'240217526033',89826,60.22489875
'240217528011',89826,52.099685
'240217528012',89826,49.14313875
'240217528021',89826,51.70727375
'240217528022',89826,53.33834875
'240217529001',89826,50.7928575
'240217529002',89826,51.5808975
'240217530011',89826,39.5371425
'240217530012',89826,56.2330025
'240217530013',89826,40.3111925
'240217530014',89826,47.44260375
'240217530015',89826,51.42650625
'240217530016',89826,52.05726125
'240217530021',89826,34.87412875
'240217530022',89826,71.52005125
'240217530023',89826,47.66709375
'240217530024',89826,51.64016375
'240217651001',89826,55.2812475
'240217651002',89826,58.7513325
'240217651003',89826,51.16826375
'240217668001',89826,41.7901825
'240217668002',89826,44.8632925
'240217668003',89826,53.28128875
'240217668004',89826,50.9164675
'240217675001',89826,48.4920975
'240217675002',89826,56.8786375
'240217675003',89826,51.39864
'240217676001',89826,51.66141625
'240217676002',89826,48.1151575
'240217676003',89826,61.109325
'240217707001',89826,57.2322925
'240217707002',89826,38.04355625
'240217707003',89826,63.668685
'240217722001',89826,47.54508125
'240217722002',89826,53.12420625
'240217735001',89826,65.054675
'240217735002',89826,61.277785
'240217735003',89826,48.73721625
'240217753021',89826,57.24095625
'240217753022',89826,87.16789875
'240217753023',89826,61.0172925
'240217753024',89826,54.02094125
'240217753025',89826,55.03317625
'240217753026',89826,59.381995
'240217754001',89826,50.25802125
'240217754002',89826,56.21606
'240217754003',89826,50.58990625
'240217754004',89826,38.5404375
'240217754005',89826,45.3593725
'240217756001',89826,71.73131
'240217756002',89826,59.65529125
'240217756003',89826,84.11402875
'240317001011',89826,56.57368
'240317001012',89826,72.54147
'240317001013',89826,61.423145
'240317001031',89826,85.77208125
'240317001032',89826,57.24884875
'240317001033',89826,75.86665125
'240317001041',89826,69.74302125
'240317001042',89826,53.7492875
'240317001043',89826,69.74297125
'240317001051',89826,59.38944625
'240317001052',89826,74.9336975
'240317001053',89826,61.1766375
'240317002041',89826,66.565295
'240317002042',89826,71.834035
'240317002051',89826,69.5356175
'240317002052',89826,34.8024375
'240317002053',89826,86.835485
'240317002061',89826,71.38733875
'240317002062',89826,71.62382375
'240317002063',89826,66.8729275
'240317002071',89826,65.720005
'240317002072',89826,54.6997775
'240317002081',89826,53.77636625
'240317002082',89826,67.746835
'240317003041',89826,59.918885
'240317003042',89826,84.47028375
'240317003043',89826,74.15958875
'240317003044',89826,60.69889125
'240317003061',89826,83.57519125
'240317003062',89826,72.02496625
'240317003063',89826,60.74719125
'240317003081',89826,61.72883125
'240317003082',89826,55.11773375
'240317003083',89826,56.05777625
'240317003084',89826,69.6562225
'240317003091',89826,52.93994875
'240317003092',89826,57.67647125
'240317003101',89826,49.74158375
'240317003102',89826,58.650315
'240317003103',89826,52.38350625
'240317003104',89826,50.21575125
'240317003111',89826,84.0314925
'240317003112',89826,66.20807125
'240317003113',89826,84.73511875
'240317003121',89826,68.47357375
'240317003122',89826,53.93671625
'240317003123',89826,63.5637075
'240317004001',89826,57.6120275
'240317004002',89826,66.7422575
'240317005001',89826,63.49755875
'240317005002',89826,62.1996775
'240317005003',89826,44.46392375
'240317006041',89826,86.37228875
'240317006042',89826,86.608765
'240317006043',89826,71.84670125
'240317006044',89826,54.4771925
'240317006061',89826,74.74907125
'240317006062',89826,84.83960875
'240317006063',89826,73.71746125
'240317006071',89826,70.0090725
'240317006072',89826,63.38239375
'240317006073',89826,71.9541525
'240317006074',89826,83.72095125
'240317006081',89826,65.2412975
'240317006082',89826,73.45757
'240317006083',89826,86.02097875
'240317006101',89826,84.59222125
'240317006111',89826,86.26144
'240317006112',89826,85.976675
'240317006131',89826,63.63226875
'240317006132',89826,61.25835625
'240317006133',89826,66.3981875
'240317006134',89826,67.2436575
'240317006141',89826,67.60103125
'240317006142',89826,55.656025
'240317006143',89826,52.88275375
'240317006151',89826,83.14867375
'240317006152',89826,83.71375
'240317006161',89826,82.2987675
'240317006162',89826,71.6922625
'240317006163',89826,84.80856125
'240317007041',89826,58.16947
'240317007042',89826,83.6682275
'240317007043',89826,50.0657575
'240317007061',89826,51.1595475
'240317007062',89826,61.42365
'240317007101',89826,50.66119625
'240317007102',89826,56.36606125
'240317007103',89826,72.7007075
'240317007104',89826,56.2580325
'240317007105',89826,68.17038875
'240317007111',89826,62.94324
'240317007112',89826,64.2147525
'240317007113',89826,52.145685
'240317007131',89826,57.5966025
'240317007132',89826,57.98498875
'240317007133',89826,48.3123725
'240317007151',89826,71.7634375
'240317007152',89826,68.7513775
'240317007153',89826,68.7121825
'240317007154',89826,81.39033625
'240317007161',89826,58.24356875
'240317007162',89826,56.9919075
'240317007163',89826,63.95024875
'240317007171',89826,56.0512275
'240317007172',89826,53.90524125
'240317007173',89826,59.30090125
'240317007174',89826,43.45283875
'240317007181',89826,66.47897875
'240317007191',89826,81.65285625
'240317007192',89826,50.7771725
'240317007193',89826,51.42022
'240317007201',89826,56.14184
'240317007202',89826,55.9372125
'240317007211',89826,56.23349125
'240317007212',89826,50.9388425
'240317007221',89826,57.81425125
'240317007222',89826,49.03499625
'240317007223',89826,54.7348625
'240317007231',89826,41.47534625
'240317007232',89826,55.18261375
'240317007233',89826,48.11087125
'240317007241',89826,44.29746
'240317008101',89826,69.49293
'240317008102',89826,67.6516225
'240317008103',89826,61.5018625
'240317008111',89826,63.11677
'240317008112',89826,67.22334875
'240317008113',89826,61.1658925
'240317008121',89826,57.558315
'240317008122',89826,84.7954575
'240317008131',89826,48.36162
'240317008132',89826,70.37943
'240317008133',89826,60.43377375
'240317008134',89826,55.78289
'240317008151',89826,70.2172
'240317008152',89826,54.6370475
'240317008153',89826,67.22047125
'240317008154',89826,60.21334375
'240317008161',89826,53.9029025
'240317008162',89826,53.93614
'240317008163',89826,71.671445
'240317008164',89826,52.88035
'240317008171',89826,53.4602225
'240317008172',89826,53.06318375
'240317008173',89826,60.96625875
'240317008181',89826,56.8184775
'240317008182',89826,51.5956625
'240317008183',89826,54.3509475
'240317008184',89826,52.3414975
'240317008191',89826,62.72934875
'240317008192',89826,68.65123
'240317008193',89826,54.63307
'240317008194',89826,54.0920675
'240317008201',89826,59.24489375
'240317008221',89826,54.655845
'240317008231',89826,72.42745625
'240317008232',89826,71.09811375
'240317008241',89826,58.54371375
'240317008261',89826,58.71215375
'240317008262',89826,67.3544875
'240317008263',89826,79.28932125
'240317008281',89826,66.6492975
'240317008291',89826,81.65890125
'240317008292',89826,69.01678875
'240317008301',89826,59.63196
'240317008321',89826,52.10334
'240317008331',89826,74.8475225
'240317008332',89826,54.99342
'240317008341',89826,64.37178625
'240317008342',89826,66.25324375
'240317008343',89826,50.4951725
'240317008351',89826,72.46654125
'240317008352',89826,61.3240125
'240317009011',89826,51.63012625
'240317009012',89826,46.91383625
'240317009021',89826,52.08335125
'240317009022',89826,65.95002
'240317009031',89826,51.9638525
