blkgrp,area_median_income,ht_rent
'240317009041',89826,50.8959675
'240317009042',89826,51.84097
'240317009051',89826,55.26348
'240317009052',89826,61.5075425
'240317010011',89826,61.53273375
'240317010012',89826,54.08981875
'240317010013',89826,84.0737575
'240317010021',89826,73.7066975
'240317010022',89826,84.27255
'240317010023',89826,71.65243
'240317010041',89826,71.34383875
'240317010042',89826,70.473095
'240317010043',89826,53.8783575
'240317010044',89826,83.7860425
'240317010051',89826,58.09975625
'240317010052',89826,60.1052025
'240317010061',89826,55.74304
'240317010062',89826,82.92818875
'240317010063',89826,56.02911875
'240317010071',89826,60.4217375
'240317011011',89826,81.5136175
'240317011012',89826,82.5557675
'240317011013',89826,82.32779
'240317011014',89826,72.25414375
'240317011015',89826,64.1114625
'240317011021',89826,66.2833975
'240317011022',89826,63.08386625
'240317011023',89826,61.3849075
'240317011024',89826,80.85025125
'240317011025',89826,59.25263125
'240317012011',89826,52.59377375
'240317012012',89826,58.584725
'240317012013',89826,60.378275
'240317012021',89826,71.32175875
'240317012022',89826,80.44155875
'240317012051',89826,83.50138625
'240317012052',89826,82.93509375
'240317012054',89826,83.61061
'240317012061',89826,66.8667575
'240317012062',89826,81.32625875
'240317012063',89826,67.762615
'240317012064',89826,73.249175
'240317012101',89826,84.11646875
'240317012102',89826,83.3712
'240317012103',89826,75.5320925
'240317012111',89826,60.71677125
'240317012112',89826,56.539715
'240317012113',89826,60.46773125
'240317012121',89826,85.37611
'240317012122',89826,58.93233875
'240317012123',89826,71.2804475
'240317012131',89826,65.937075
'240317012132',89826,56.91138875
'240317012133',89826,68.25021875
'240317012134',89826,68.88562125
'240317012135',89826,66.01207125
'240317012141',89826,58.37817375
'240317012142',89826,53.50231
'240317012151',89826,46.35942375
'240317012152',89826,50.68439375
'240317012153',89826,63.6117275
'240317012154',89826,54.24740125
'240317012161',89826,52.41748625
'240317012162',89826,53.84862625
'240317012163',89826,55.16296375
'240317012164',89826,50.578615
'240317012181',89826,52.1018
'240317012183',89826,65.88749
'240317012191',89826,52.864985
'240317012201',89826,85.04929375
'240317012202',89826,62.73214625
'240317012211',89826,84.22538
'240317012212',89826,53.70199875
'240317013031',89826,69.15445625
'240317013032',89826,74.25127875
'240317013041',89826,65.04780375
'240317013042',89826,65.70994375
'240317013043',89826,73.70132875
'240317013044',89826,85.364125
'240317013061',89826,68.11501125
'240317013062',89826,54.600985
'240317013071',89826,61.15461875
'240317013081',89826,30.89874375
'240317013082',89826,70.43300125
'240317013121',89826,68.752435
'240317013122',89826,61.53473625
'240317013123',89826,61.65597625
'240317013124',89826,85.1409475
'240317013131',89826,65.65814
'240317013132',89826,58.4526725
'240317013141',89826,71.8288175
'240317013142',89826,55.25968875
'240317013151',89826,59.622755
'240317013152',89826,61.0873725
'240317013161',89826,60.42915375
'240317013162',89826,57.469975
'240317013171',89826,84.29126875
'240317013172',89826,57.98222625
'240317013173',89826,84.90526125
'240317014071',89826,76.72060375
'240317014072',89826,76.03256875
'240317014073',89826,67.712395
'240317014081',89826,46.77455375
'240317014082',89826,86.24480625
'240317014083',89826,64.64790625
'240317014084',89826,63.83866875
'240317014091',89826,70.0025975
'240317014092',89826,65.21776
'240317014093',89826,58.1586225
'240317014101',89826,62.95426625
'240317014102',89826,60.010785
'240317014103',89826,56.048355
'240317014141',89826,64.7918675
'240317014142',89826,74.70182625
'240317014143',89826,55.620435
'240317014144',89826,55.47753
'240317014151',89826,69.12384375
'240317014152',89826,64.43154625
'240317014153',89826,63.99890125
'240317014154',89826,84.74336375
'240317014155',89826,55.42039125
'240317014171',89826,59.4015075
'240317014172',89826,58.95601875
'240317014173',89826,54.36269125
'240317014174',89826,52.24764875
'240317014181',89826,61.58569375
'240317014201',89826,58.2263625
'240317014202',89826,58.43474
'240317014203',89826,54.0743625
'240317014204',89826,83.81562
'240317014211',89826,56.0722225
'240317014221',89826,52.21913
'240317014222',89826,53.27613375
'240317014231',89826,50.87116
'240317014232',89826,57.64003625
'240317014233',89826,57.07174875
'240317015031',89826,64.6644275
'240317015032',89826,60.9805125
'240317015033',89826,84.21909125
'240317015034',89826,63.83835625
'240317015051',89826,53.055775
'240317015052',89826,66.60919875
'240317015053',89826,56.8779775
'240317015061',89826,46.6204
'240317015062',89826,71.4348
'240317015063',89826,69.3055425
'240317015071',89826,84.77617125
'240317015072',89826,72.41844125
'240317015073',89826,49.23856875
'240317015081',89826,48.8681725
'240317015082',89826,64.1569075
'240317015083',89826,49.61141375
'240317015091',89826,48.205525
'240317015092',89826,53.56156
'240317015093',89826,48.41810625
'240317015094',89826,51.82918125
'240317016011',89826,58.1664575
'240317016021',89826,54.278815
'240317016022',89826,52.2966825
'240317016023',89826,80.4362025
'240317016024',89826,41.36050875
'240317017011',89826,35.23093625
'240317017012',89826,48.97948875
'240317017013',89826,56.09572375
'240317017021',89826,44.68562125
'240317017031',89826,54.23362375
'240317017032',89826,57.904965
'240317017033',89826,42.66330375
'240317017041',89826,50.7818275
'240317017042',89826,56.250605
'240317018001',89826,41.59459625
'240317018002',89826,47.0268075
'240317018003',89826,80.741035
'240317018004',89826,43.19362
'240317019001',89826,43.13169
'240317019002',89826,49.8424375
'240317019003',89826,44.91872125
'240317020001',89826,46.95923875
'240317020002',89826,49.75554875
'240317020003',89826,48.1712325
'240317021011',89826,46.34222
'240317021012',89826,53.558915
'240317021013',89826,63.4510925
'240317021014',89826,43.0155075
'240317021021',89826,82.75877875
'240317021022',89826,64.028825
'240317021023',89826,71.64212375
'240317022001',89826,59.1108075
'240317022002',89826,50.84218
'240317022003',89826,59.99205875
'240317022004',89826,82.775035
'240317023011',89826,51.26189125
'240317023012',89826,51.071385
'240317023021',89826,50.92821875
'240317023022',89826,80.57569375
'240317023023',89826,47.03872875
'240317024011',89826,64.387475
'240317024012',89826,55.4719125
'240317024021',89826,52.75774125
'240317024022',89826,47.793165
'240317024023',89826,52.55058625
'240317025001',89826,48.76838875
'240317025002',89826,49.3864675
'240317025003',89826,44.752955
'240317025004',89826,53.1199625
'240317026011',89826,57.00401625
'240317026012',89826,50.9155
'240317026013',89826,53.4637025
'240317026014',89826,55.577645
'240317026021',89826,48.380695
'240317026022',89826,50.84835375
'240317027001',89826,50.36082875
'240317027002',89826,54.1883575
'240317027003',89826,83.33331375
'240317027004',89826,49.48567
'240317028001',89826,60.40521875
'240317028002',89826,52.2216275
'240317028003',89826,79.21071375
'240317028004',89826,81.8352725
'240317029001',89826,83.150315
'240317029002',89826,67.12733
'240317029003',89826,55.9635075
'240317029004',89826,52.71274875
'240317029005',89826,55.3808775
'240317030001',89826,63.67181375
'240317030002',89826,70.26104375
'240317031001',89826,73.48150375
'240317031002',89826,67.30875625
'240317031003',89826,73.179145
'240317031004',89826,54.9336975
'240317032011',89826,60.0358025
'240317032012',89826,58.0023525
'240317032013',89826,84.0547125
'240317032014',89826,84.24151125
'240317032021',89826,84.73814
'240317032022',89826,45.186215
'240317032023',89826,51.75657125
'240317032061',89826,58.94075
'240317032062',89826,66.78545375
'240317032071',89826,52.60066125
'240317032072',89826,68.31379875
'240317032081',89826,70.92284625
'240317032082',89826,66.364185
'240317032083',89826,83.21449125
'240317032084',89826,27.78547125
'240317032091',89826,49.05691625
'240317032092',89826,57.2023275
'240317032093',89826,58.943465
'240317032101',89826,63.13366
'240317032102',89826,71.1593925
'240317032121',89826,84.8741525
'240317032122',89826,84.68732875
'240317032123',89826,57.8776525
'240317032124',89826,54.52143625
'240317032131',89826,52.46117375
'240317032132',89826,48.3248775
'240317032133',89826,50.3938075
'240317032141',89826,49.2844075
'240317032142',89826,54.42949125
'240317032143',89826,54.16620625
'240317032151',89826,55.5272175
'240317032152',89826,83.6027375
'240317032161',89826,38.30454125
'240317032162',89826,65.8448325
'240317032163',89826,48.2318075
'240317032181',89826,57.5443425
'240317032182',89826,55.41703
'240317032191',89826,52.02823125
'240317032192',89826,48.01419
'240317032193',89826,46.7696725
'240317032201',89826,49.13387375
'240317032202',89826,63.81369625
'240317032203',89826,67.625755
'240317032211',89826,54.420335
'240317032212',89826,83.94077875
'240317032213',89826,59.40242
'240317033011',89826,64.05960875
'240317033012',89826,68.78217625
'240317033013',89826,60.24607875
'240317033014',89826,63.39863375
'240317033021',89826,82.53483625
'240317033022',89826,62.71092375
'240317033023',89826,81.548475
'240317034011',89826,66.05698375
'240317034012',89826,81.18901625
'240317034013',89826,73.84545375
'240317034014',89826,61.27840375
'240317034021',89826,54.82832875
'240317034022',89826,59.92361875
'240317034031',89826,72.109
'240317034032',89826,62.4680375
'240317034033',89826,74.05806875
'240317034041',89826,67.265685
'240317034042',89826,56.90050625
'240317035011',89826,48.26970625
'240317035012',89826,71.034645
'240317035013',89826,61.72066125
'240317035014',89826,70.99800875
'240317035021',89826,60.78980875
'240317035022',89826,46.2431125
'240317036011',89826,57.8159575
'240317036012',89826,68.862035
'240317036013',89826,70.57484
'240317036021',89826,56.8106525
'240317036022',89826,57.66610875
'240317036023',89826,66.487585
'240317037011',89826,48.4049075
'240317037012',89826,55.50938
'240317037013',89826,54.2231275
'240317037021',89826,81.384115
'240317037022',89826,60.4043275
'240317037023',89826,71.3532475
'240317037024',89826,63.71069375
'240317038001',89826,51.680875
'240317039011',89826,70.3975725
'240317039012',89826,58.71163375
'240317039013',89826,67.13781
'240317039021',89826,53.69634625
'240317039022',89826,56.89651
'240317039023',89826,60.13974125
'240317040001',89826,70.1610625
'240317040002',89826,60.27396625
'240317040003',89826,49.9384725
'240317040004',89826,53.15475
'240317041001',89826,83.16086125
'240317041002',89826,55.19667125
'240317041003',89826,70.47948375
'240317041004',89826,82.98033
'240317042001',89826,51.20663
'240317042002',89826,48.24132625
'240317043001',89826,67.4884375
'240317043002',89826,67.2641625
'240317043003',89826,81.46210875
'240317043004',89826,83.20728125
'240317044011',89826,80.6068075
'240317044012',89826,81.887585
'240317044031',89826,54.45605375
'240317044041',89826,83.1903925
'240317044042',89826,83.02346
'240317044043',89826,57.379445
'240317044044',89826,56.87399125
'240317045011',89826,80.8121825
'240317045012',89826,83.13179125
'240317045013',89826,59.96219
'240317045014',89826,81.7526575
'240317045021',89826,75.7801225
'240317045022',89826,83.3423525
'240317045031',89826,80.3990775
'240317045032',89826,81.10216625
'240317046001',89826,80.9004125
'240317046002',89826,57.101395
'240317046003',89826,81.23003
'240317046004',89826,81.6846
'240317047001',89826,81.75816
'240317047002',89826,61.88899375
'240317047003',89826,83.1160975
'240317047004',89826,73.46151625
'240317048031',89826,56.28156375
'240317048032',89826,55.4396575
'240317048033',89826,51.32266875
'240317048041',89826,57.33687875
'240317048051',89826,51.89425625
'240317048052',89826,50.9756775
'240317048061',89826,53.7755175
'240317048062',89826,56.02894625
'240317050001',89826,57.25434
'240317050002',89826,79.33318125
'240317050003',89826,61.94891875
'240317050004',89826,58.5626775
'240317051001',89826,65.72190125
'240317051002',89826,68.87516125
'240317051003',89826,82.5516725
'240317051004',89826,80.83315125
'240317052001',89826,73.3274975
'240317052002',89826,74.49607375
'240317052003',89826,81.95823875
'240317053001',89826,81.423875
'240317053002',89826,82.5206675
'240317054001',89826,81.66088125
'240317054002',89826,83.23200875
'240317055011',89826,56.82459375
'240317055012',89826,63.3143025
'240317055021',89826,65.4526675
'240317055022',89826,82.36835
'240317055023',89826,66.92887125
'240317056011',89826,82.85611
'240317056012',89826,82.314085
'240317056013',89826,80.355495
'240317056021',89826,55.40162
'240317056022',89826,50.91695875
'240317057011',89826,81.481825
'240317057012',89826,82.92989125
'240317057013',89826,59.21448125
'240317057014',89826,83.2882725
'240317057021',89826,81.4957875
'240317057022',89826,62.29005625
'240317057023',89826,73.32262125
'240317058001',89826,83.182575
'240317058002',89826,71.77466375
'240317058003',89826,68.47355625
'240317059011',89826,83.941595
'240317059012',89826,83.39573
'240317059013',89826,70.70690125
'240317059021',89826,66.5986525
'240317059022',89826,83.7385475
'240317059023',89826,70.29784375
'240317059031',89826,82.3854375
'240317059032',89826,83.66694375
'240317059033',89826,81.08198125
'240317060051',89826,72.62867125
'240317060052',89826,72.57027875
'240317060053',89826,57.75726375
'240317060071',89826,83.498535
'240317060072',89826,67.7573125
'240317060073',89826,71.24952125
'240317060081',89826,82.35000375
'240317060082',89826,85.26654875
'240317060083',89826,84.28550875
'240317060091',89826,76.6149575
'240317060092',89826,85.10702875
'240317060093',89826,71.78595
'240317060101',89826,62.7852725
'240317060102',89826,84.16959
'240317060111',89826,72.16315
'240317060112',89826,84.29675625
'240317060113',89826,71.19760875
'240317060121',89826,54.80701
'240317060122',89826,55.38228125
'240317060123',89826,47.80380125
'240317060131',89826,84.437
'240317060132',89826,84.403095
'240338001021',89826,50.2804025
'240338001022',89826,46.33778875
'240338001023',89826,49.8663675
'240338001031',89826,48.92607625
'240338001032',89826,45.19739375
'240338001051',89826,71.5284625
'240338001052',89826,53.650475
'240338001053',89826,54.93254125
'240338001061',89826,57.35576625
'240338001062',89826,70.05516125
'240338001081',89826,55.45610875
'240338001082',89826,47.19128125
'240338001091',89826,50.88465125
'240338001092',89826,65.00482125
'240338001093',89826,52.18060375
'240338002031',89826,54.12906625
'240338002032',89826,65.05423625
'240338002061',89826,63.4445775
'240338002062',89826,51.9507575
'240338002081',89826,56.2061125
'240338002082',89826,76.15207375
'240338002083',89826,53.7550075
'240338002091',89826,52.8201675
'240338002092',89826,49.3991775
'240338002101',89826,52.803095
'240338002102',89826,53.36371125
'240338002111',89826,57.63982875
'240338002112',89826,50.2226625
'240338002121',89826,56.61996
'240338002122',89826,49.05990875
'240338002131',89826,55.66143375
'240338002132',89826,57.32969625
'240338002133',89826,55.65781875
'240338002141',89826,49.425045
'240338002142',89826,51.23537625
'240338002151',89826,52.92575375
'240338002152',89826,54.455645
'240338004011',89826,85.99250375
'240338004012',89826,75.42694875
'240338004021',89826,57.25174
'240338004022',89826,73.2672875
'240338004023',89826,72.68742
'240338004024',89826,64.24708
'240338004031',89826,71.865815
'240338004032',89826,71.22083875
'240338004081',89826,68.4177025
'240338004082',89826,64.8835575
'240338004083',89826,84.4574
'240338004091',89826,84.5304675
'240338004092',89826,60.5253175
'240338004093',89826,83.123635
'240338004101',89826,70.97965875
'240338004102',89826,60.2518925
'240338004103',89826,63.04789875
'240338004111',89826,60.3525325
'240338004112',89826,84.64436125
'240338004121',89826,50.6141275
'240338004122',89826,47.8193275
'240338004131',89826,52.2710775
'240338004132',89826,67.73487375
'240338005041',89826,62.60643
'240338005042',89826,74.04361875
'240338005043',89826,74.430105
'240338005051',89826,73.4311775
'240338005052',89826,84.21011
'240338005071',89826,62.9744425
'240338005072',89826,53.650175
'240338005091',89826,84.0701375
'240338005092',89826,74.22302875
'240338005093',89826,85.52983875
'240338005094',89826,83.7514425
'240338005111',89826,69.3896525
'240338005112',89826,69.20373125
'240338005113',89826,68.97321875
'240338005114',89826,67.3721175
'240338005131',89826,83.380395
'240338005132',89826,83.64092375
'240338005133',89826,70.29779125
'240338005134',89826,72.510915
'240338005141',89826,83.645255
'240338005151',89826,63.53838125
'240338005152',89826,51.0847025
'240338005153',89826,37.00019625
'240338005161',89826,64.95134875
'240338005162',89826,58.557255
'240338005171',89826,85.718185
'240338005172',89826,86.26550875
'240338005181',89826,70.73798625
'240338005182',89826,84.9396575
'240338005183',89826,70.78707125
'240338005191',89826,57.2048525
'240338005192',89826,52.6849475
'240338005193',89826,84.79402875
'240338005201',89826,55.03233375
'240338006011',89826,76.2812525
'240338006041',89826,61.1145425
'240338006051',89826,54.26979875
'240338006052',89826,75.995835
'240338006061',89826,59.62053
'240338006062',89826,60.79325125
'240338006063',89826,66.9681575
'240338006071',89826,56.40744375
'240338006072',89826,85.9043975
'240338006073',89826,64.36984125
'240338006081',89826,68.52567875
'240338006082',89826,62.23262875
'240338007011',89826,83.91971
'240338007012',89826,42.39728125
'240338007041',89826,84.0285875
'240338007042',89826,59.1890825
'240338007043',89826,57.78646
'240338007051',89826,59.87977875
'240338007052',89826,61.28618375
'240338007061',89826,84.36728875
'240338007071',89826,57.11607625
'240338008001',89826,53.256755
'240338008002',89826,60.31696375
'240338008003',89826,48.6533725
'240338009001',89826,55.30085125
'240338009002',89826,48.7733625
'240338010031',89826,68.5828925
'240338010032',89826,69.95332625
'240338010041',89826,56.05119
'240338010042',89826,61.5121175
'240338010051',89826,60.99301625
'240338010052',89826,85.894095
'240338010061',89826,58.32754625
'240338010062',89826,68.07648
'240338011043',89826,62.295945
'240338012071',89826,62.9998275
'240338012072',89826,65.58308375
'240338012081',89826,85.1970375
'240338012082',89826,58.62853375
'240338012091',89826,83.1338925
'240338012092',89826,85.25233625
'240338012101',89826,74.22068375
'240338012102',89826,65.69094375
'240338012111',89826,72.00371875
'240338012112',89826,72.580585
'240338012121',89826,65.09377
'240338012122',89826,65.0992325
'240338012131',89826,66.56769625
'240338012132',89826,52.165615
'240338012141',89826,85.03925875
'240338012142',89826,51.43567875
'240338012151',89826,85.8528975
'240338012161',89826,56.08183
'240338012162',89826,59.2880325
'240338012163',89826,67.1344825
'240338012171',89826,56.4097575
'240338012172',89826,64.938055
'240338013021',89826,58.678485
'240338013022',89826,63.99873125
'240338013051',89826,73.56814375
'240338013052',89826,71.93043875
'240338013053',89826,57.48616125
'240338013071',89826,68.5525125
'240338013072',89826,64.3351725
'240338013081',89826,61.63489875
'240338013082',89826,75.79269375
'240338013091',89826,85.7482375
'240338013092',89826,70.97803625
'240338013101',89826,64.67253375
'240338013102',89826,74.9204675
'240338013111',89826,64.0352425
'240338013112',89826,75.72804125
'240338013113',89826,86.583615
'240338013121',89826,85.542695
'240338013122',89826,66.95428125
'240338013131',89826,50.3358775
'240338013132',89826,63.76753625
'240338014041',89826,44.888025
'240338014042',89826,84.07258875
'240338014043',89826,72.84240875
'240338014051',89826,46.31943625
'240338014052',89826,53.89556125
'240338014061',89826,50.94536125
'240338014062',89826,53.2028125
'240338014071',89826,84.902775
'240338014072',89826,52.69011375
'240338014073',89826,84.52326875
'240338014074',89826,62.92211625
'240338014081',89826,49.690785
'240338014082',89826,70.541855
'240338014091',89826,51.5810875
'240338014092',89826,50.35357625
'240338014101',89826,66.66051
'240338014102',89826,67.57320375
'240338014111',89826,84.2673625
'240338014112',89826,74.4211625
'240338015001',89826,54.2184625
'240338015002',89826,54.60753
'240338016001',89826,46.64536375
'240338016002',89826,54.85946375
'240338016003',89826,52.80177625
'240338017011',89826,53.4763075
'240338017012',89826,63.20992375
'240338017021',89826,51.13272125
'240338017022',89826,46.0027025
'240338017041',89826,45.46757
'240338017042',89826,45.28176875
'240338017043',89826,54.4574275
'240338017061',89826,55.7109875
'240338017071',89826,41.50989875
'240338017072',89826,47.3009525
'240338017073',89826,53.98398125
'240338017081',89826,60.08332
'240338017082',89826,46.72876125
'240338018011',89826,46.1553925
'240338018021',89826,49.0428275
'240338018022',89826,53.077245
'240338018023',89826,55.01437875
'240338018041',89826,62.455345
'240338018042',89826,58.058985
'240338018051',89826,44.93706
'240338018071',89826,40.03163875
'240338018072',89826,56.32744125
'240338018073',89826,43.95360875
'240338018081',89826,46.59793125
'240338018082',89826,52.6726775
'240338018083',89826,45.59277875
'240338019011',89826,63.7573375
'240338019012',89826,84.3023975
'240338019013',89826,70.3516325
'240338019014',89826,84.79162375
'240338019041',89826,49.57993125
'240338019042',89826,68.9891275
'240338019051',89826,68.679485
'240338019052',89826,68.02446375
'240338019061',89826,52.69764125
'240338019062',89826,60.22658125
'240338019071',89826,50.459685
'240338019072',89826,48.6577775
'240338019081',89826,47.58033375
'240338019082',89826,52.0646325
'240338020011',89826,45.28419375
'240338020012',89826,46.6115025
'240338020013',89826,50.64967125
'240338020021',89826,48.0733525
'240338020022',89826,50.28211125
'240338020023',89826,70.47862625
'240338021031',89826,58.06398625
'240338021032',89826,61.180305
'240338021041',89826,45.88010875
'240338021042',89826,47.65670375
'240338021061',89826,50.72774125
'240338021062',89826,40.48357125
'240338021063',89826,53.52804
'240338021071',89826,50.73985875
'240338021072',89826,52.70598125
'240338021073',89826,49.39596125
'240338022011',89826,52.4966925
'240338022012',89826,56.6872
'240338022031',89826,48.747745
'240338022032',89826,72.27964125
'240338022033',89826,58.6011875
'240338022041',89826,63.78821125
'240338022042',89826,73.3193525
'240338022043',89826,59.5155625
'240338022044',89826,59.47378125
'240338023011',89826,80.7302125
'240338023012',89826,51.7373075
'240338023013',89826,42.0378525
'240338024041',89826,45.80609125
'240338024042',89826,47.02497
'240338024043',89826,50.12726125
'240338024051',89826,46.5366925
'240338024052',89826,52.81974375
'240338024061',89826,52.76946375
'240338024062',89826,45.967385
'240338024071',89826,45.22170875
'240338024072',89826,45.1602075
'240338024081',89826,40.443465
'240338024082',89826,44.9762325
'240338025011',89826,47.679705
'240338025012',89826,49.54396875
'240338025021',89826,30.86616
'240338025022',89826,57.3273125
'240338026001',89826,50.7283625
'240338026002',89826,50.40295125
'240338027001',89826,44.22378875
'240338027002',89826,47.05544125
'240338027003',89826,54.89106
'240338028031',89826,52.93515625
'240338028032',89826,51.74606625
'240338028041',89826,59.5116325
'240338028042',89826,53.62854625
'240338028043',89826,67.2867775
'240338028044',89826,46.8229775
'240338028051',89826,52.9954775
'240338028052',89826,47.99088125
'240338028053',89826,71.19757875
'240338029011',89826,39.9843975
'240338029012',89826,60.7343275
'240338029013',89826,50.79534875
'240338030011',89826,49.485775
'240338030012',89826,51.6390625
'240338030021',89826,55.50682
'240338030022',89826,55.40292125
'240338031001',89826,67.1052375
'240338031002',89826,49.6762875
'240338032001',89826,48.36184875
'240338032002',89826,48.017205
'240338033001',89826,68.7758325
'240338033002',89826,57.2924025
'240338033003',89826,56.179695
'240338033004',89826,47.2739975
'240338034011',89826,65.05510625
'240338034012',89826,49.186785
'240338034021',89826,50.51163
'240338034022',89826,41.35776
'240338034023',89826,58.34106625
'240338035081',89826,44.909485
'240338035082',89826,55.46583125
'240338035083',89826,45.51514125
'240338035091',89826,51.2421425
'240338035092',89826,46.68012
'240338035121',89826,54.4846525
'240338035122',89826,84.56212125
'240338035123',89826,83.099835
'240338035131',89826,52.16140625
'240338035132',89826,57.32389375
'240338035133',89826,71.10052625
'240338035141',89826,51.867645
'240338035142',89826,69.97808625
'240338035161',89826,63.78696
'240338035162',89826,68.1287525
'240338035191',89826,60.756745
'240338035192',89826,65.49826375
'240338035193',89826,56.01364375
'240338035201',89826,71.94423875
'240338035202',89826,75.50714875
'240338035203',89826,85.09212875
'240338035211',89826,81.13428625
'240338035221',89826,82.93141875
'240338035222',89826,57.6493075
'240338035223',89826,60.7646425
'240338035231',89826,85.48618375
'240338035232',89826,74.28316375
'240338035241',89826,56.1496325
'240338035242',89826,55.38832125
'240338035251',89826,52.843035
'240338035252',89826,45.86044125
'240338035261',89826,57.358845
'240338035262',89826,52.78155
'240338035271',89826,64.17826875
'240338035272',89826,71.4475525
'240338036011',89826,61.4875475
'240338036012',89826,64.11569125
'240338036021',89826,53.93302375
'240338036022',89826,50.39645375
'240338036051',89826,60.99586125
'240338036052',89826,64.15579125
'240338036053',89826,54.84549
'240338036054',89826,62.6427625
'240338036061',89826,72.37947375
'240338036062',89826,82.80827875
'240338036063',89826,79.11653875
'240338036064',89826,63.38873
'240338036071',89826,82.79893125
'240338036072',89826,83.9123675
'240338036073',89826,69.7226175
'240338036081',89826,62.99465125
'240338036082',89826,70.9489275
'240338036083',89826,42.39077875
'240338036084',89826,72.28539
'240338036101',89826,47.4496525
'240338036102',89826,52.70436375
'240338036121',89826,53.67085625
'240338036122',89826,48.04163875
'240338036131',89826,66.37167
'240338036132',89826,47.84826625
'240338036133',89826,46.194675
'240338037001',89826,58.874075
'240338037002',89826,53.775165
'240338038011',89826,64.0908175
'240338038031',89826,48.10753
'240338038032',89826,57.41545
'240338038033',89826,51.3339575
'240338039001',89826,50.7460825
'240338039002',89826,49.9569525
'240338039003',89826,60.4816575
'240338040011',89826,43.25445875
'240338040012',89826,43.92114
'240338040013',89826,49.058585
'240338040021',89826,57.85656625
'240338040022',89826,46.08510625
'240338041011',89826,49.15705125
'240338041012',89826,43.20653625
'240338041021',89826,60.51415375
'240338041022',89826,55.26531625
'240338041023',89826,51.13135875
'240338042001',89826,67.96963125
'240338042002',89826,58.58464125
'240338042003',89826,71.0601575
'240338043001',89826,47.1268575
'240338043002',89826,51.921065
'240338044001',89826,52.39105625
'240338044002',89826,48.83971625
'240338046001',89826,50.847055
'240338046002',89826,46.98899625
'240338047001',89826,56.59593125
'240338047002',89826,51.71847
'240338047003',89826,41.5244475
'240338048011',89826,38.772515
'240338048012',89826,44.95793
'240338048021',89826,39.907785
'240338048022',89826,40.34140125
'240338049001',89826,44.4644075
'240338049002',89826,52.73256
'240338049003',89826,69.67427125
'240338050001',89826,60.03697875
'240338050002',89826,48.52119125
'240338050003',89826,51.95655125
'240338051011',89826,50.3192825
'240338051012',89826,41.282825
'240338052011',89826,49.698895
'240338052012',89826,42.2372
'240338052021',89826,53.47032
'240338052022',89826,46.18693875
'240338055001',89826,54.76493375
'240338055002',89826,42.31826625
'240338056011',89826,48.0400925
'240338056012',89826,40.41925625
'240338056013',89826,43.94208625
'240338056021',89826,45.15794
'240338056022',89826,49.07404875
'240338057001',89826,52.29745125
'240338057002',89826,51.4291375
'240338057003',89826,47.11117
'240338058011',89826,55.78639875
'240338058012',89826,60.102015
'240338058021',89826,70.53615625
'240338058022',89826,51.2524675
'240338059041',89826,60.05124
'240338059042',89826,57.8434075
'240338059061',89826,49.50400375
'240338059062',89826,45.1993975
'240338059071',89826,52.23972875
'240338059072',89826,47.12848
'240338059073',89826,50.2652875
'240338059081',89826,52.627615
'240338059082',89826,43.5190025
'240338059091',89826,53.19859
'240338059092',89826,52.813035
'240338060001',89826,55.79719625
'240338060002',89826,50.6405525
'240338061001',89826,60.49528625
'240338061002',89826,41.44154875
'240338061003',89826,45.84331875
'240338062001',89826,45.14137
'240338062002',89826,51.80757875
'240338063001',89826,51.7528775
'240338063002',89826,50.91170625
'240338064001',89826,58.62018125
'240338064002',89826,61.2680725
'240338064003',89826,67.1921375
'240338065011',89826,56.14909125
'240338065012',89826,45.44811125
'240338065013',89826,45.0387475
'240338066011',89826,81.80102125
'240338066012',89826,43.08469375
'240338066013',89826,42.360165
'240338066021',89826,47.75219375
'240338066022',89826,63.0254625
'240338066023',89826,55.99879875
'240338067061',89826,53.53504625
'240338067062',89826,84.588375
'240338067063',89826,84.34540625
'240338067081',89826,38.431525
'240338067082',89826,47.3697525
'240338067083',89826,50.90617875
'240338067101',89826,65.7152
'240338067102',89826,53.97160375
'240338067103',89826,70.320675
'240338067111',89826,55.6437225
'240338067112',89826,82.76141625
'240338067113',89826,52.9886325
'240338067121',89826,57.89798375
'240338067122',89826,55.1089025
'240338067131',89826,50.9209525
'240338067132',89826,52.2182875
'240338067141',89826,49.87109875
'240338067142',89826,47.6521425
'240338068001',89826,65.405035
'240338068002',89826,63.296315
'240338068003',89826,72.91261375
'240338069001',89826,72.66576875
'240338069002',89826,56.7624325
'240338069003',89826,69.3033025
'240338070001',89826,55.48864125
'240338070002',89826,51.376655
'240338070003',89826,57.03728625
'240338070004',89826,47.1926375
'240338071021',89826,51.37470875
'240338071022',89826,56.97225875
'240338072001',89826,49.22272375
'240338072003',89826,48.24923625
'240338072004',89826,58.4079525
'240338073011',89826,52.916585
'240338073012',89826,74.71828
'240338073041',89826,74.5000675
'240338073051',89826,67.14330875
'240338073052',89826,55.34229125
'240338074041',89826,71.20517
'240338074042',89826,58.0122325
'240338074043',89826,57.72347
'240338074051',89826,70.07401125
'240338074052',89826,75.11398
'240338074053',89826,56.34866125
'240338074071',89826,45.138265
'240338074072',89826,80.0275175
'240338074073',89826,49.91926375
'240338074081',89826,55.75392125
'240338074082',89826,56.15087875
'240338074083',89826,52.30081875
'240338074091',89826,49.324625
